full_name,country,country_code,longitude,latitude
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
University Of Utah Union Ballroom,United States,US,-111.85204646587204,40.76009398329429
Mount Royal University,Canada,CA,-114.13229727291431,51.01228461685388
"Boston, MA",United States,US,-71.191421,42.227797
"Stanford, CA",United States,US,-122.191291,37.406339
"New Brighton, MN",United States,US,-93.2277359,45.035476
"Norman, OK",United States,US,-97.51982,35.15327
"Kentucky, USA",United States,US,-89.57151,36.497129
"Gimli, Manitoba",Canada,CA,-97.114709,50.506361
"California, USA",United States,US,-124.482003,32.528832
"San Diego, CA",United States,US,-117.282538,32.53962
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Mississauga, Ontario",Canada,CA,-79.810142,43.373074
"Orillia, Ontario",Canada,CA,-79.4757149,44.451875
"Oro-Medonte, Ontario",Canada,CA,-79.799258,44.386368
"Gresham, OR",United States,US,-122.498909,45.460886
"Connecticut, USA",United States,US,-73.727776,40.950918
"Washington, DC",United States,US,-77.119401,38.801826
"Kirkland, WA",United States,US,-122.240397,47.642154
"Wyoming, USA",United States,US,-111.056888,40.994746
"Pawhuska, OK",United States,US,-96.359334,36.6366685
"Thompson-Nicola L, British Columbia",Canada,CA,-120.358452,50.357638
"Halifax, Nova Scotia",Canada,CA,-64.237659,43.366298
"Georgian Bay, Ontario",Canada,CA,-80.600103,44.786923
"South Frontenac, Ontario",Canada,CA,-76.84102,44.338693
"Little Canada, MN",United States,US,-93.106288,45.006245
"Piikani 147, Alberta",Canada,CA,-113.809285,49.480312
"St Paul, MN",United States,US,-93.207783,44.8907521
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Kentucky, USA",United States,US,-89.57151,36.497129
"Kitimat, British Columbia",Canada,CA,-128.907888,53.798381
"Thunder Bay, Ontario",Canada,CA,-89.429427,48.289211
"Halifax, Nova Scotia",Canada,CA,-64.237659,43.366298
"Anadarko, OK",United States,US,-98.268955,35.054051
"California, USA",United States,US,-124.482003,32.528832
"Oregon, USA",United States,US,-124.703541,41.991795
"Vancouver, British Columbia",Canada,CA,-123.224215,49.19854
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Lake Country, British Columbia",Canada,CA,-119.4742191,50.004916
"Vancouver, British Columbia",Canada,CA,-123.224215,49.19854
"Kentucky, USA",United States,US,-89.57151,36.497129
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"New Orleans, LA",United States,US,-90.137908,29.889574
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Edmonton, Alberta",Canada,CA,-113.71368,53.395531
"Kamloops, British Columbia",Canada,CA,-120.5412915,50.6172419
"Minneapolis, MN",United States,US,-93.329515,44.889964
"Montréal, Québec",Canada,CA,-73.972965,45.410095
Norwood Bridge,Canada,CA,-97.13053481830828,49.88277672069501
"Georgian Bay, Ontario",Canada,CA,-80.600103,44.786923
"Arizona, USA",United States,US,-114.818269,31.3322463
"Harris, Ontario",Canada,CA,-79.63235,47.448086
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Calgary, Alberta",Canada,CA,-114.3160379,50.84278
"Kincardine, Ontario",Canada,CA,-82.374927,44.088966
"Edmonton, Alberta",Canada,CA,-113.71368,53.395531
United States,United States,US,-179.231086,13.182335
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Washington, DC",United States,US,-77.119401,38.801826
"Kentucky, USA",United States,US,-89.57151,36.497129
"Seattle, WA",United States,US,-122.436232,47.4953154
"Sammamish, WA",United States,US,-122.098847,47.558804
"Redmond, WA",United States,US,-122.1649,47.626845
"Edmonton, Alberta",Canada,CA,-113.71368,53.395531
"Hamilton, Ontario",Canada,CA,-80.248423,43.050553
"Hillingdon, London",United Kingdom,GB,-0.5086841,51.4551164
"Illinois, USA",United States,US,-91.51308,36.970298
"Chandler, AZ",United States,US,-111.972849,33.2037607
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Chippewas of the Thames First Nation 42, Ontario",Canada,CA,-81.540715,42.7549168
"Oklahoma, USA",United States,US,-103.0026515,33.615765
"Brighton, NY",United States,US,-77.694219,43.087472
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Burnaby, British Columbia",Canada,CA,-123.024209,49.180153
"Kentucky, USA",United States,US,-89.57151,36.497129
"Brighton, NY",United States,US,-77.694219,43.087472
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"San Antonio, TX",United States,US,-98.778559,29.141956
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Whitefish Bay 32A, Ontario",Canada,CA,-94.023445,49.391717
"Colorado Springs, CO",United States,US,-104.910562,38.741142
"Corvallis, OR",United States,US,-123.343425,44.527244
"Alabama, USA",United States,US,-88.473228,30.144425
"Minnesota, USA",United States,US,-97.239256,43.499362
"Seattle, WA",United States,US,-122.436232,47.4953154
"South Salt Lake, UT",United States,US,-111.928394,40.686417
"Kapiti Coast District, New Zealand",New Zealand,NZ,174.868496,-41.013315
"Abilene, TX",United States,US,-99.835853,32.321246
"Brampton, Ontario",Canada,CA,-79.888911,43.60222
"Maine, USA",United States,US,-71.084335,42.917127
"Kentucky, USA",United States,US,-89.57151,36.497129
"Santa Barbara, CA",United States,US,-119.763341,34.395525
"Bismarck, ND",United States,US,-100.839587,46.756481
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Hamilton, MT",United States,US,-114.1837895,46.196905
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
Ottawa - Gatineau,Canada,CA,-76.353876,44.962792
"Washington, DC",United States,US,-77.119401,38.801826
"Brighton, NY",United States,US,-77.694219,43.087472
"Tucson, AZ",United States,US,-111.083219,32.057802
"Montana, USA",United States,US,-116.050004,44.35821
Dirksen Senate Building,United States,US,-77.00540542602539,38.89240232767372
The Westin Ottawa,Canada,CA,-75.692274,45.4247974
"Brant, Ontario",Canada,CA,-80.608717,42.972741
"Colorado, USA",United States,US,-109.060257,36.992427
"Iqaluit, Nunavut",Canada,CA,-68.61605,63.713148
"Halifax, Nova Scotia",Canada,CA,-64.237659,43.366298
"Kentucky, USA",United States,US,-89.57151,36.497129
"Iqaluit, Nunavut",Canada,CA,-68.61605,63.713148
"Auburn, WA",United States,US,-122.2663975,47.257029
Daybreak Star Indian Cultural Center,United States,US,-122.41799577978344,47.66814444980585
"Hamilton, Ontario",Canada,CA,-80.248423,43.050553
"Massanetta Springs, VA",United States,US,-78.8664581,38.375071
"San Antonio, TX",United States,US,-98.778559,29.141956
"Sioux Falls, SD",United States,US,-96.8395021,43.465641
"Guelph, Ontario",Canada,CA,-80.326879,43.473802
"Harrisonburg, VA",United States,US,-78.918345,38.387443
"Halifax, Nova Scotia",Canada,CA,-64.237659,43.366298
Waterdown District High School,Canada,CA,-79.90735684677641,43.33412522562722
"Minnesota, USA",United States,US,-97.239256,43.499362
"Portland, OR",United States,US,-122.7900653,45.421863
"Calgary, Alberta",Canada,CA,-114.3160379,50.84278
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Boston, MA",United States,US,-71.191421,42.227797
"Webster Groves, MO",United States,US,-90.377357,38.562368
"Virginia, USA",United States,US,-83.67529,36.540739
"San Francisco, CA",United States,US,-122.514926,37.708075
"North Vancouver, British Columbia",Canada,CA,-123.102655,49.295539
"Kentucky, USA",United States,US,-89.57151,36.497129
"Brighton, NY",United States,US,-77.694219,43.087472
"San Diego, CA",United States,US,-117.282538,32.53962
"Indiana, USA",United States,US,-88.097892,37.771743
"North Browning, MT",United States,US,-113.032418,48.5599913
"St. Catharines, Ontario",Canada,CA,-79.42639,43.1047472
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Copenhagen, Denmark",Denmark,DK,12.453064,55.613717
"Coquitlam, British Columbia",Canada,CA,-122.893434,49.219352
"Green Spring, KY",United States,US,-85.625807,38.302441
"Ocean Ridge, FL",United States,US,-80.055707,26.5091224
"Brampton, Ontario",Canada,CA,-79.888911,43.60222
"Calgary, Alberta",Canada,CA,-114.3160379,50.84278
"Paradise, NV",United States,US,-115.2092535,35.984784
"Delta, British Columbia",Canada,CA,-123.3520628,49.001938
"Hoquiam, WA",United States,US,-123.917907,46.9646883
"Everett, WA",United States,US,-122.294205,47.884492
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Brighton, NY",United States,US,-77.694219,43.087472
"Division No. 10, Alberta",Canada,CA,-113.186658,52.489974
"Tofino, British Columbia",Canada,CA,-125.9259689,49.094129
"Mississauga, Ontario",Canada,CA,-79.810142,43.373074
"Seattle, WA",United States,US,-122.436232,47.4953154
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Washington, DC",United States,US,-77.119401,38.801826
Canada,Canada,CA,-141.5610942,41.676329
"Pictou, Nova Scotia",Canada,CA,-62.74335,45.668594
"Copenhagen, Denmark",Denmark,DK,12.453064,55.613717
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Norman, OK",United States,US,-97.51982,35.15327
"Midland, Ontario",Canada,CA,-79.950797,44.702335
"Maine, USA",United States,US,-71.084335,42.917127
"Greater Sudbury / Grand Sudbury, Ontario",Canada,CA,-81.597501,46.195652
"Mazatlán, Sinaloa",Mexico,MX,-106.619116,23.0685529
"Greater Vancouver, British Columbia",Canada,CA,-123.738375,49.001921
"Kamloops 1, British Columbia",Canada,CA,-120.35667,50.672549
"Surrey, British Columbia",Canada,CA,-122.958937,49.001921
Minneapolis American Indian Center,United States,US,-93.25219425460386,44.96346873509256
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Vancouver, British Columbia",Canada,CA,-123.224215,49.19854
"Hagwilget 1, British Columbia",Canada,CA,-127.6155597,55.252105
Scarboro United Church,Canada,CA,-114.10070821821168,51.0389850430249
"Kansas, USA",United States,US,-102.051769,36.9931101
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
Crab Park,Canada,CA,-123.10132677802164,49.28499020218214
"Edmonton, Alberta",Canada,CA,-113.71368,53.395531
"Minneapolis, MN",United States,US,-93.329515,44.889964
"Copenhagen, Denmark",Denmark,DK,12.453064,55.613717
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Rankin Inlet, Nunavut",Canada,CA,-92.1947819,62.794187
"Albert Lea, MN",United States,US,-93.4186386,43.611372
"Paradise, NV",United States,US,-115.2092535,35.984784
"Edmonton, Alberta",Canada,CA,-113.71368,53.395531
"Thunder Bay, Ontario",Canada,CA,-89.429427,48.289211
"Brighton, NY",United States,US,-77.694219,43.087472
Middle Of No Where,Canada,CA,-79.67500078077721,43.01658503031931
"Vancouver, British Columbia",Canada,CA,-123.224215,49.19854
CBC.Vancouver,Canada,CA,-123.115306,49.279255
CBC Vancouver,Canada,CA,-123.11475776827518,49.279470011489714
Cabot Square / Square Cabot,Canada,CA,-73.583545088768,45.489464006632254
"Halifax, Nova Scotia",Canada,CA,-64.237659,43.366298
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Montréal, Québec",Canada,CA,-73.972965,45.410095
Parliament Hill,Canada,CA,-75.69824153816472,45.42379286919474
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Saskatoon, Saskatchewan",Canada,CA,-106.8249536,52.069634
"Los Alamitos, CA",United States,US,-118.092825,33.781057
Law Courts Building,Canada,CA,-97.14675319774383,49.88791425373621
"Greater Sudbury / Grand Sudbury, Ontario",Canada,CA,-81.597501,46.195652
"Victoria, British Columbia",Canada,CA,-123.394397,48.403014
"Portland, OR",United States,US,-122.7900653,45.421863
"Oak Bay, British Columbia",Canada,CA,-123.327137,48.391129
"Las Vegas, NV",United States,US,-115.384091,36.129459
"Blood 148, Alberta",Canada,CA,-113.648531,49.201634
"Jihlava, Czech Republic",Czech Republic,CZ,15.4987979,49.3336925
"Flitwick, England",United Kingdom,GB,-0.5100758,51.9945313
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Red Deer, Alberta",Canada,CA,-113.8968062,52.215426
"Kincardine, Ontario",Canada,CA,-82.374927,44.088966
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Michigan, USA",United States,US,-90.4181075,41.696088
"Edmonton, Alberta",Canada,CA,-113.71368,53.395531
"Sackville, New Brunswick",Canada,CA,-64.456145,45.867183
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Hamilton, Ontario",Canada,CA,-80.248423,43.050553
"Davos, Switzerland",Switzerland,CH,9.669419,46.670387
"Saskatoon, Saskatchewan",Canada,CA,-106.8249536,52.069634
"Sheguiandah 24, Ontario",Canada,CA,-81.957214,45.8325921
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Edmonton, Alberta",Canada,CA,-113.71368,53.395531
"Washington, USA",United States,US,-124.848975,45.543542
"Iqaluit, Nunavut",Canada,CA,-68.61605,63.713148
"Brighton, NY",United States,US,-77.694219,43.087472
Olympic Plaza,Canada,CA,-114.059111817507,51.045832115742506
"Greater Sudbury / Grand Sudbury, Ontario",Canada,CA,-81.597501,46.195652
"Minnesota, USA",United States,US,-97.239256,43.499362
"Portland, OR",United States,US,-122.7900653,45.421863
"Hamilton, Ontario",Canada,CA,-80.248423,43.050553
"Ermineskin 138, Alberta",Canada,CA,-113.632273,52.821241
"Buffalo, NY",United States,US,-78.912276,42.826008
"St. John's, Newfoundland and Labrador",Canada,CA,-53.039678,47.330824
"Seabird Island, British Columbia",Canada,CA,-121.7433545,49.242506
"Green Spring, KY",United States,US,-85.625807,38.302441
"Montana, USA",United States,US,-116.050004,44.35821
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Peterborough, Ontario",Canada,CA,-78.3879942,44.252035
"Wendake, Québec",Canada,CA,-71.373852,46.854793
"Lethbridge County, Alberta",Canada,CA,-113.276995,49.523306
"Indian Brook 14, Nova Scotia",Canada,CA,-63.520064,45.0669994
"Stellaquo (Stella) 1, British Columbia",Canada,CA,-124.927954,54.034321
"Victoria, British Columbia",Canada,CA,-123.394397,48.403014
"Wendake, Québec",Canada,CA,-71.373852,46.854793
"Deschambault-Grondines, Québec",Canada,CA,-72.146842,46.569991
"Vancouver, British Columbia",Canada,CA,-123.224215,49.19854
"Greater Sudbury / Grand Sudbury, Ontario",Canada,CA,-81.597501,46.195652
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Washington, USA",United States,US,-124.848975,45.543542
"Oshawa, Ontario",Canada,CA,-78.959206,43.614586
"Kamloops, British Columbia",Canada,CA,-120.5412915,50.6172419
Seattle Center,United States,US,-122.35147476196288,47.622190306287365
"Seattle, WA",United States,US,-122.436232,47.4953154
"Seattle, WA",United States,US,-122.459696,47.491912
"Greater Sudbury / Grand Sudbury, Ontario",Canada,CA,-81.597501,46.195652
"Chilliwack, British Columbia",Canada,CA,-122.124855,49.045885
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
Parliament Hill,Canada,CA,-75.69824153816472,45.42379286919474
Cal Anderson Park,United States,US,-122.31934763075397,47.61719334374688
Parliament of Canada - Centre Block,Canada,CA,-75.69899714867498,45.424403152878895
"Windsor, Ontario",Canada,CA,-83.113623,42.2339053
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Duluth, MN",United States,US,-92.282745,46.650616
"Portland, OR",United States,US,-122.7900653,45.421863
"San Diego, CA",United States,US,-117.282538,32.53962
"Vancouver, British Columbia",Canada,CA,-123.224215,49.19854
"Waterloo, Ontario",Canada,CA,-80.626184,43.432944
"Guanacaste, Costa Rica",Costa Rica,CR,-87.0792369,5.2863477
"Yellowknife, Northwest Territories",Canada,CA,-114.519561,62.4085649
"Las Vegas, NV",United States,US,-115.384091,36.129459
"Seattle, WA",United States,US,-122.436232,47.4953154
"Window Rock, AZ",United States,US,-109.079119,35.650244
National Indian Gaming Association,United States,US,-77.00359964595863,38.88652505973557
"Indiana, USA",United States,US,-88.097892,37.771743
"Calgary, Alberta",Canada,CA,-114.3160379,50.84278
"Oklahoma, USA",United States,US,-103.0026515,33.615765
"Manhattan, NY",United States,US,-74.026675,40.683935
"Phoenix, AZ",United States,US,-112.3239143,33.29026
"Redmond, WA",United States,US,-122.1649,47.626845
"Albuquerque, NM",United States,US,-106.7916912,35.0158912
"Buffalo, NY",United States,US,-78.912276,42.826008
Arizona State Capitol,United States,US,-112.09706783294678,33.448116006181536
"Montréal, Québec",Canada,CA,-73.972965,45.410095
"Los Angeles, CA",United States,US,-118.668404,33.704538
"Akwesasne (Part) 59, Ontario",Canada,CA,-74.760481,44.991696
"Greater Vancouver A, British Columbia",Canada,CA,-123.738375,49.001963
"Oakville, Ontario",Canada,CA,-79.810961,43.309929
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Wendake, Québec",Canada,CA,-71.373852,46.854793
"Laurentian Valley, Ontario",Canada,CA,-77.502275,45.636941
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Norfolk County, Ontario",Canada,CA,-80.766742,42.291504
"Montana, USA",United States,US,-116.050004,44.35821
"Washington, DC",United States,US,-77.119401,38.801826
"Thompson, Manitoba",Canada,CA,-97.898029,55.7255468
"Hillingdon, London",United Kingdom,GB,-0.5086841,51.4551164
"Salmon Arm, British Columbia",Canada,CA,-119.388968,50.634002
"Minnesota, USA",United States,US,-97.239256,43.499362
"Manhattan, NY",United States,US,-74.026675,40.683935
"Calgary, Alberta",Canada,CA,-114.3160379,50.84278
"Saskatoon, Saskatchewan",Canada,CA,-106.8249536,52.069634
"Kentucky, USA",United States,US,-89.57151,36.497129
"Smith-Ennismore-Lakefield, Ontario",Canada,CA,-78.492314,44.290408
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Burnaby, British Columbia",Canada,CA,-123.024209,49.180153
"Ramara, Ontario",Canada,CA,-79.401253,44.456474
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Westmount, Québec",Canada,CA,-73.618298,45.474256
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Seabird Island, British Columbia",Canada,CA,-121.7433545,49.242506
"Iqaluit, Nunavut",Canada,CA,-68.61605,63.713148
"Thunder Bay, Ontario",Canada,CA,-89.429427,48.289211
"South Dakota, USA",United States,US,-104.05774,42.479636
"New Orleans, LA",United States,US,-90.137908,29.889574
"Indiana, USA",United States,US,-88.097892,37.771743
"Johannesburg, South Africa",South Africa,ZA,27.7518557,-26.5126489
"Kentucky, USA",United States,US,-89.57151,36.497129
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Norman, OK",United States,US,-97.51982,35.15327
"Fort Wayne, IN",United States,US,-85.336872,40.95926
"Washington, DC",United States,US,-77.119401,38.801826
"Enderby, British Columbia",Canada,CA,-119.162896,50.543108
"Kentucky, USA",United States,US,-89.57151,36.497129
"Westmount, Québec",Canada,CA,-73.618298,45.474256
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Kirkland Lake, Ontario",Canada,CA,-80.146652,48.101891
"North Vancouver, British Columbia",Canada,CA,-123.1282715,49.293965
"Montana, USA",United States,US,-116.050004,44.35821
"Carrollton, KY",United States,US,-85.1881294,38.6514895
"Quinte West, Ontario",Canada,CA,-77.752464,43.992857
"Brighton, NY",United States,US,-77.694219,43.087472
Canadian Museum for Human Rights,Canada,CA,-97.13063245085134,49.89050113621951
"Duluth, MN",United States,US,-92.282745,46.650616
"Vancouver, British Columbia",Canada,CA,-123.224215,49.19854
"Window Rock, AZ",United States,US,-109.079119,35.650244
"Minnesota, USA",United States,US,-97.239256,43.499362
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Kentucky, USA",United States,US,-89.57151,36.497129
"Regina, Saskatchewan",Canada,CA,-104.778398,50.39659
"Bellingham, WA",United States,US,-122.546166,48.689345
"London, Ontario",Canada,CA,-81.391247,42.824496
"Calgary, Alberta",Canada,CA,-114.3160379,50.84278
"Greater Sudbury / Grand Sudbury, Ontario",Canada,CA,-81.597501,46.195652
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Billings, MT",United States,US,-108.6928791,45.723722
"Queens, NY",United States,US,-73.962582,40.541722
"Gatineau, Québec",Canada,CA,-75.908759,45.366368
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Summerside, Prince Edward Island",Canada,CA,-63.84717,46.386175
"Chatham-Kent, Ontario",Canada,CA,-82.500115,41.676525
"Edmonton, Alberta",Canada,CA,-113.71368,53.395531
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Whitefish River (Part) 4, Ontario",Canada,CA,-81.79365,46.001593
"London, Ontario",Canada,CA,-81.391247,42.824496
"Leeds, England",United Kingdom,GB,-1.706057,53.7363694
"Kincardine, Ontario",Canada,CA,-82.374927,44.088966
"Regina, Saskatchewan",Canada,CA,-104.778398,50.39659
"Vancouver, British Columbia",Canada,CA,-123.224215,49.19854
"Windsor, Ontario",Canada,CA,-83.113623,42.2339053
"Los Angeles, CA",United States,US,-118.668404,33.704538
"Leduc County, Alberta",Canada,CA,-114.564099,53.046815
"Sturgeon County, Alberta",Canada,CA,-114.051492,53.582462
"Kentucky, USA",United States,US,-89.57151,36.497129
"Yellowknife, Northwest Territories",Canada,CA,-114.519561,62.4085649
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Cape Breton, Nova Scotia",Canada,CA,-60.812036,44.588424
"Fort Frances, Ontario",Canada,CA,-93.454695,48.5924971
"Green Spring, KY",United States,US,-85.625807,38.302441
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Greater Sudbury / Grand Sudbury, Ontario",Canada,CA,-81.597501,46.195652
"Lakewood, WA",United States,US,-122.579274,47.115869
"Seabreeze, FL",United States,US,-81.0368484,29.205427
Ibew 353,Canada,CA,-79.31834198128536,43.740791319510144
"Prince Albert National Park, Saskatchewan",Canada,CA,-106.778162,53.56858
"Saanich, British Columbia",Canada,CA,-123.478699,48.433384
"Regina, Saskatchewan",Canada,CA,-104.778398,50.39659
National Museum of the American Indian,United States,US,-77.016476,38.888141
"Kentucky, USA",United States,US,-89.57151,36.497129
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Halifax, Nova Scotia",Canada,CA,-64.237659,43.366298
"Opportunity No. 17, Alberta",Canada,CA,-115.438502,54.964172
"Mississauga, Ontario",Canada,CA,-79.810142,43.373074
"Central Coast, New South Wales",Australia,AU,151.283033728,-33.550008009
"Timmins, Ontario",Canada,CA,-81.729849,48.2768
"Saanich, British Columbia",Canada,CA,-123.478699,48.433384
"Kentucky, USA",United States,US,-89.57151,36.497129
"New Orleans, LA",United States,US,-90.137908,29.889574
"Oro-Medonte, Ontario",Canada,CA,-79.799258,44.386368
The Wahta Station,Canada,CA,-79.73015792464139,44.98401535619009
Mississaugas of the New Credit First Nation,Canada,CA,-80.0930513988155,43.01025467882216
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Greater Sudbury / Grand Sudbury, Ontario",Canada,CA,-81.597501,46.195652
"Fort St. John, British Columbia",Canada,CA,-120.880403,56.209595
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Saskatoon, Saskatchewan",Canada,CA,-106.8249536,52.069634
"Calgary, Alberta",Canada,CA,-114.3160379,50.84278
"Opaskwayak Cree Nation 21E, Manitoba",Canada,CA,-101.386848,53.827966
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Vancouver, British Columbia",Canada,CA,-123.224215,49.19854
"Miami, FL",United States,US,-80.321683,25.7090404
"Newmarket, Ontario",Canada,CA,-79.509317,44.016826
"Blanding, UT",United States,US,-109.494383,37.606352
"Guelph, Ontario",Canada,CA,-80.326879,43.473802
"San Diego, CA",United States,US,-117.282538,32.53962
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
Canada,Canada,CA,-141.5610942,41.676329
"Vancouver, British Columbia",Canada,CA,-123.224215,49.19854
"Austin, TX",United States,US,-97.928935,30.127892
"West Vancouver, British Columbia",Canada,CA,-123.29656,49.313607
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Calgary, Alberta",Canada,CA,-114.3160379,50.84278
"Edmonton, Alberta",Canada,CA,-113.71368,53.395531
"Brampton, Ontario",Canada,CA,-79.888911,43.60222
"Copenhagen, Denmark",Denmark,DK,12.453064,55.613717
"Albertville, AL",United States,US,-86.266183,34.220164
"Portland, OR",United States,US,-122.7900653,45.421863
"Halifax, Nova Scotia",Canada,CA,-64.237659,43.366298
"Financial District, Boston",United States,US,-71.0645763,42.35107
"Montréal, Québec",Canada,CA,-73.972965,45.410095
"Manhattan, NY",United States,US,-74.026675,40.683935
"Vancouver, British Columbia",Canada,CA,-123.224215,49.19854
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Olympia, WA",United States,US,-123.023734,46.98219
"Brighton, NY",United States,US,-77.694219,43.087472
"Hamilton, Ontario",Canada,CA,-80.248423,43.050553
"Manhattan, NY",United States,US,-74.026675,40.683935
"Montréal, Québec",Canada,CA,-73.972965,45.410095
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Kansas City, MO",United States,US,-94.733122,38.868002
"Green Spring, KY",United States,US,-85.625807,38.302441
"Saskatoon, Saskatchewan",Canada,CA,-106.8249536,52.069634
"Oklahoma, USA",United States,US,-103.0026515,33.615765
Scandinavia House,United States,US,-73.97980868514539,40.74928342395154
"Oklahoma City, OK",United States,US,-97.768683,35.290722
"Los Angeles, CA",United States,US,-118.668404,33.704538
"Thompson, Manitoba",Canada,CA,-97.898029,55.7255468
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Green Spring, KY",United States,US,-85.625807,38.302441
"Seattle, WA",United States,US,-122.436232,47.4953154
"Calgary, Alberta",Canada,CA,-114.3160379,50.84278
"Vancouver, British Columbia",Canada,CA,-123.224215,49.19854
"Toronto, Ontario",Canada,CA,-79.639319,43.403221
"Durant, OK",United States,US,-96.454342,33.979306
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Greater Sudbury / Grand Sudbury, Ontario",Canada,CA,-81.597501,46.195652
"Vancouver, British Columbia",Canada,CA,-123.224215,49.19854
"Edmonton, Alberta",Canada,CA,-113.71368,53.395531
"Regina, Saskatchewan",Canada,CA,-104.778398,50.39659
"Calgary, Alberta",Canada,CA,-114.3160379,50.84278
"Hamilton, Ontario",Canada,CA,-80.248423,43.050553
Fort Calgary,Canada,CA,-114.04495467658666,51.04486061381713
"Everett, WA",United States,US,-122.294205,47.884492
"Lethbridge, Alberta",Canada,CA,-112.93618,49.620144
"Gimli, Manitoba",Canada,CA,-97.114709,50.506361
"Los Angeles, CA",United States,US,-118.668404,33.704538
"Pismo Beach, CA",United States,US,-120.71479,35.128494
Factory Theatre,Canada,CA,-79.40267474491847,43.64534156744115
"Winnipeg, Manitoba",Canada,CA,-97.350366,49.713679
"Vancouver, British Columbia",Canada,CA,-123.224215,49.19854
"Ottawa, Ontario",Canada,CA,-76.353876,44.961937
Canadian Museum for Human Rights,Canada,CA,-97.13063245085134,49.89050113621951
"Peterborough, Ontario",Canada,CA,-78.3879942,44.252035
"Burnaby, British Columbia",Canada,CA,-123.024209,49.180153
"Atlanta, GA",United States,US,-84.576827,33.6475029
